Time,Voltage(V),Current(A),Power(W),Energy(Kwh),Frequency(Hz),PowerFactor(PF),,,
0:03:14,227.0,0.28,37.0,0.16,49.9,0.59,,,
0:03:15,227.0,0.28,37.0,0.16,49.9,0.59,,,
0:03:16,227.1,0.28,36.7,0.16,49.9,0.58,,,
0:03:17,227.0,0.29,38.4,0.16,49.9,0.59,,,
0:03:18,227.4,0.24,31.7,0.16,49.9,0.57,,,
0:03:19,227.3,0.23,29.9,0.16,49.9,0.57,,,
0:03:20,227.2,0.23,30.0,0.16,49.9,0.57,,,
0:03:21,227.2,0.23,30.0,0.16,49.9,0.57,,,
0:03:22,227.2,0.23,30.2,0.16,49.9,0.57,,,
0:03:23,227.2,0.23,30.1,0.16,49.9,0.57,,,
0:03:24,227.2,0.23,29.7,0.16,49.9,0.57,,,
0:03:25,227.3,0.23,29.8,0.16,49.9,0.57,,,
0:03:26,227.2,0.26,34.6,0.16,49.9,0.57,,,
0:03:27,227.2,0.26,34.6,0.16,49.9,0.57,,,
0:03:28,227.2,0.28,36.8,0.16,49.9,0.58,,,
0:03:29,227.2,0.28,36.4,0.16,49.9,0.58,,,
0:03:31,227.1,0.28,36.7,0.16,49.9,0.58,,,
0:03:32,227.2,0.27,36.1,0.16,49.9,0.58,,,
0:03:33,227.4,0.26,34.2,0.16,49.9,0.58,,,
0:03:34,227.4,0.26,34.2,0.16,49.9,0.58,,,
0:03:35,227.5,0.23,29.8,0.16,49.9,0.56,,,
0:03:36,227.5,0.23,29.8,0.16,49.9,0.57,,,
0:03:37,227.5,0.24,31.8,0.16,49.9,0.57,,,
0:03:38,227.5,0.23,29.4,0.16,49.9,0.57,,,
0:03:39,227.5,0.23,29.4,0.16,49.9,0.56,,,
0:03:40,227.5,0.23,29.4,0.16,50.0,0.56,,,
0:03:41,227.5,0.23,29.4,0.16,49.9,0.56,,,
0:03:42,227.5,0.23,29.4,0.16,49.9,0.56,,,
0:03:43,227.4,0.27,36.1,0.16,49.9,0.58,,,
0:03:44,227.4,0.27,35.7,0.16,49.9,0.58,,,
0:03:45,227.3,0.28,36.6,0.161,50.0,0.58,,,
0:03:46,227.3,0.28,36.6,0.161,50.0,0.58,,,
0:03:48,227.0,0.28,36.3,0.161,49.9,0.58,,,
0:03:49,227.1,0.28,36.3,0.161,49.9,0.58,,,
0:03:50,227.3,0.23,30.5,0.161,50.0,0.57,,,
0:03:51,227.3,0.23,29.1,0.161,50.0,0.56,,,
0:03:52,227.3,0.23,29.1,0.161,50.0,0.56,,,
0:03:53,227.3,0.23,29.0,0.161,49.9,0.56,,,
0:03:54,227.3,0.23,29.3,0.161,49.9,0.56,,,
0:03:55,227.3,0.23,29.1,0.161,49.9,0.56,,,
0:03:56,227.3,0.23,30.3,0.161,50.0,0.57,,,
0:03:57,227.3,0.23,29.0,0.161,50.0,0.56,,,
0:03:58,227.3,0.23,29.0,0.161,50.0,0.56,,,
0:03:59,227.2,0.25,32.4,0.161,50.0,0.57,,,
0:04:00,227.1,0.28,36.2,0.161,50.0,0.58,,,
0:04:01,226.8,0.27,35.6,0.161,50.0,0.58,,,
0:04:02,226.9,0.27,35.5,0.161,49.9,0.58,,,
0:04:03,227.1,0.27,35.6,0.161,49.9,0.58,,,
0:04:04,227.1,0.27,35.6,0.161,49.9,0.58,,,
0:04:06,227.1,0.25,33.1,0.161,49.9,0.58,,,
0:04:07,227.3,0.23,30.2,0.161,50.0,0.57,,,
0:04:08,227.4,0.22,28.9,0.161,50.0,0.56,,,
0:04:09,227.4,0.22,28.6,0.161,50.0,0.56,,,
0:04:10,227.4,0.22,28.6,0.161,50.0,0.56,,,
0:04:11,227.4,0.22,28.6,0.161,50.0,0.56,,,
0:04:12,227.4,0.23,29.1,0.161,50.0,0.56,,,
0:04:13,227.3,0.24,30.8,0.161,50.0,0.57,,,
0:04:14,227.5,0.24,31.4,0.161,50.0,0.57,,,
0:04:15,227.4,0.28,36.8,0.161,50.0,0.58,,,
0:04:16,227.4,0.29,38.7,0.161,50.0,0.59,,,
0:04:17,227.4,0.29,38.7,0.161,50.0,0.59,,,
0:04:18,227.5,0.27,35.3,0.161,50.0,0.58,,,
0:04:19,227.5,0.27,35.0,0.161,50.0,0.58,,,
0:04:20,227.5,0.27,35.2,0.161,49.9,0.58,,,
0:04:21,226.9,0.23,30.5,0.161,50.0,0.57,,,
0:04:23,227.0,0.23,29.1,0.161,50.0,0.56,,,
0:04:24,227.0,0.23,29.1,0.161,50.0,0.56,,,
0:04:25,227.1,0.22,28.6,0.161,50.0,0.56,,,
0:04:26,227.1,0.23,28.9,0.161,49.9,0.56,,,
0:04:27,227.1,0.23,29.5,0.161,50.0,0.56,,,
0:04:28,227.0,0.22,28.5,0.161,50.0,0.56,,,
0:04:29,227.1,0.22,28.2,0.161,50.0,0.56,,,
0:04:30,227.1,0.22,28.2,0.161,50.0,0.56,,,
0:04:31,227.0,0.25,32.2,0.161,50.0,0.57,,,
0:04:32,226.9,0.27,35.3,0.161,49.9,0.58,,,
0:04:33,226.9,0.27,35.1,0.161,50.0,0.58,,,
0:04:34,226.9,0.27,35.3,0.161,50.0,0.58,,,
0:04:35,226.9,0.27,35.3,0.161,50.0,0.58,,,
0:04:36,226.9,0.25,32.6,0.161,50.0,0.58,,,
0:04:37,227.3,0.18,22.7,0.161,49.9,0.55,,,
0:04:38,227.5,0.15,17.5,0.161,50.0,0.51,,,
0:04:40,227.4,0.16,19.3,0.161,50.0,0.52,,,
0:04:41,227.1,0.23,29.0,0.161,49.9,0.57,,,
0:04:42,227.1,0.23,29.0,0.161,50.0,0.57,,,
0:04:43,227.1,0.22,28.8,0.161,50.0,0.56,,,
0:04:44,226.7,0.23,29.0,0.161,50.0,0.56,,,
0:04:45,226.9,0.22,28.7,0.161,50.0,0.56,,,
0:04:46,227.1,0.24,30.5,0.161,50.0,0.56,,,
0:04:47,227.0,0.26,34.6,0.161,50.0,0.58,,,
0:04:48,227.0,0.26,34.6,0.161,50.0,0.58,,,
0:04:49,227.4,0.27,35.2,0.161,50.0,0.58,,,
0:04:50,227.7,0.27,35.0,0.161,50.0,0.58,,,
0:04:51,227.7,0.24,31.2,0.161,50.0,0.58,,,
0:04:52,227.9,0.19,24.0,0.161,50.0,0.55,,,
0:04:53,228.1,0.16,18.6,0.161,49.9,0.52,,,
0:04:54,228.1,0.16,18.6,0.161,50.0,0.52,,,
0:04:55,227.7,0.17,20.2,0.161,50.0,0.52,,,
0:04:57,227.4,0.24,30.4,0.161,50.0,0.57,,,
0:04:58,227.3,0.23,28.9,0.161,50.0,0.56,,,
0:04:59,227.2,0.23,29.3,0.161,50.0,0.56,,,
0:05:00,227.2,0.24,30.9,0.161,50.0,0.57,,,
0:05:01,227.2,0.24,30.9,0.161,50.0,0.57,,,
0:05:02,227.2,0.22,28.7,0.161,50.0,0.56,,,
0:05:03,227.2,0.24,31.1,0.161,50.0,0.57,,,
0:05:04,227.1,0.27,35.1,0.161,50.0,0.58,,,
0:05:05,227.1,0.27,34.9,0.161,50.0,0.58,,,
0:05:06,227.1,0.28,36.2,0.161,50.0,0.58,,,
0:05:07,227.1,0.28,36.2,0.161,50.0,0.58,,,
0:05:08,227.1,0.28,36.9,0.161,50.0,0.58,,,
0:05:09,227.3,0.25,33.0,0.161,50.0,0.57,,,
0:05:10,227.3,0.23,29.2,0.161,50.0,0.56,,,
0:05:11,227.3,0.22,28.5,0.161,49.9,0.56,,,
0:05:12,227.4,0.22,28.1,0.161,50.0,0.56,,,
0:05:14,227.4,0.22,28.1,0.161,50.0,0.56,,,
0:05:15,227.4,0.22,28.0,0.161,50.0,0.56,,,
0:05:16,227.4,0.22,28.3,0.161,50.0,0.56,,,
0:05:17,227.2,0.23,29.6,0.161,49.9,0.56,,,
0:05:18,227.2,0.23,29.7,0.161,50.0,0.56,,,
0:05:19,227.2,0.24,30.6,0.161,50.0,0.57,,,
0:05:20,227.2,0.24,30.6,0.161,50.0,0.57,,,
0:05:21,227.2,0.23,30.3,0.161,50.0,0.57,,,
0:05:22,227.2,0.24,30.3,0.161,49.9,0.57,,,
0:05:23,227.1,0.23,29.6,0.161,49.9,0.56,,,
0:05:24,227.2,0.22,28.7,0.161,50.0,0.56,,,
0:05:25,227.2,0.22,28.7,0.161,49.9,0.56,,,
0:05:26,227.3,0.19,24.2,0.161,49.9,0.55,,,
0:05:27,227.3,0.19,23.3,0.161,50.0,0.55,,,
0:05:28,227.3,0.18,22.1,0.161,49.9,0.54,,,
0:05:29,227.4,0.18,22.0,0.161,50.0,0.53,,,
0:05:31,227.4,0.18,22.2,0.161,49.9,0.54,,,
0:05:32,227.4,0.18,22.2,0.161,50.0,0.54,,,
0:05:33,226.9,0.18,21.7,0.161,50.0,0.53,,,
0:05:34,227.3,0.18,22.2,0.161,49.9,0.54,,,
0:05:35,227.3,0.2,25.6,0.161,50.0,0.55,,,
0:05:36,227.3,0.24,30.4,0.161,50.0,0.56,,,
0:05:37,227.3,0.23,29.5,0.162,49.9,0.56,,,
0:05:38,227.3,0.23,29.5,0.162,49.9,0.56,,,
0:05:39,227.3,0.23,28.9,0.162,50.0,0.56,,,
0:05:40,227.3,0.23,28.8,0.162,50.0,0.56,,,
0:05:41,227.4,0.21,26.7,0.162,50.0,0.56,,,
0:05:42,227.4,0.19,23.5,0.162,50.0,0.54,,,
0:05:43,227.4,0.2,24.3,0.162,50.0,0.55,,,
0:05:44,227.4,0.2,24.3,0.162,50.0,0.55,,,
0:05:45,227.3,0.2,24.2,0.162,50.0,0.54,,,
0:05:46,227.3,0.2,24.8,0.162,50.0,0.55,,,
0:05:48,227.2,0.19,23.0,0.162,49.9,0.54,,,
0:05:49,227.3,0.18,22.0,0.162,50.0,0.54,,,
0:05:50,227.3,0.19,22.7,0.162,49.9,0.53,,,
0:05:51,227.3,0.19,22.7,0.162,49.9,0.53,,,
0:05:52,227.1,0.23,29.0,0.162,49.9,0.56,,,
0:05:53,227.9,0.22,28.7,0.162,49.9,0.56,,,
0:05:54,228.0,0.22,28.9,0.162,49.9,0.56,,,
0:05:55,228.0,0.23,29.7,0.162,49.9,0.56,,,
0:05:56,228.0,0.24,30.4,0.162,50.0,0.56,,,
0:05:57,228.0,0.24,30.4,0.162,49.9,0.56,,,
0:05:58,228.1,0.19,23.2,0.162,50.0,0.54,,,
0:05:59,228.2,0.18,22.5,0.162,49.9,0.54,,,
0:06:00,228.1,0.19,22.6,0.162,50.0,0.53,,,
0:06:01,228.0,0.22,28.9,0.162,50.0,0.57,,,
0:06:02,228.2,0.18,22.2,0.162,50.0,0.54,,,
0:06:03,228.2,0.18,22.2,0.162,50.0,0.54,,,
0:06:05,228.1,0.18,22.1,0.162,50.0,0.54,,,
0:06:06,228.0,0.18,22.5,0.162,49.9,0.54,,,
0:06:07,227.9,0.21,26.9,0.162,49.9,0.55,,,
0:06:08,227.9,0.23,29.2,0.162,49.9,0.56,,,
0:06:09,227.9,0.23,29.2,0.162,49.9,0.56,,,
0:06:10,227.8,0.23,29.8,0.162,50.0,0.56,,,
0:06:11,227.7,0.23,30.0,0.162,50.0,0.56,,,
0:06:12,227.8,0.24,31.0,0.162,50.0,0.57,,,
0:06:13,227.9,0.22,27.9,0.162,50.0,0.56,,,
0:06:14,227.9,0.19,23.8,0.162,50.0,0.54,,,
0:06:15,227.9,0.19,23.8,0.162,49.9,0.54,,,
0:06:16,227.9,0.19,24.0,0.162,50.0,0.55,,,
0:06:17,227.9,0.2,25.1,0.162,50.0,0.55,,,
0:06:18,226.9,0.19,23.6,0.162,49.9,0.55,,,
0:06:19,227.5,0.19,23.2,0.162,50.0,0.54,,,
0:06:20,227.5,0.18,22.1,0.162,49.9,0.54,,,
0:06:22,227.5,0.18,22.1,0.162,50.0,0.54,,,
0:06:23,227.4,0.18,22.2,0.162,49.9,0.53,,,
0:06:24,227.2,0.23,29.0,0.162,49.9,0.56,,,
0:06:25,227.2,0.24,31.1,0.162,50.0,0.57,,,
0:06:26,227.2,0.25,31.5,0.162,50.0,0.57,,,
0:06:27,227.3,0.24,30.5,0.162,50.0,0.57,,,
0:06:28,227.3,0.24,30.5,0.162,50.0,0.57,,,
0:06:29,227.2,0.26,34.5,0.162,50.0,0.58,,,
0:06:30,227.5,0.18,22.7,0.162,49.9,0.55,,,
0:06:31,227.6,0.18,22.4,0.162,50.0,0.54,,,
0:06:32,227.6,0.18,22.6,0.162,49.9,0.54,,,
0:06:33,227.6,0.18,22.6,0.162,49.9,0.54,,,
0:06:34,227.6,0.18,22.6,0.162,50.0,0.54,,,
0:06:35,227.6,0.19,23.8,0.162,50.0,0.54,,,
0:06:36,227.4,0.2,24.9,0.162,50.0,0.55,,,
0:06:37,227.6,0.18,22.5,0.162,50.0,0.54,,,
0:06:39,227.6,0.2,25.3,0.162,50.0,0.55,,,
0:06:40,227.5,0.23,28.9,0.162,50.0,0.56,,,
0:06:41,227.5,0.23,28.9,0.162,50.0,0.56,,,
0:06:42,227.5,0.22,28.8,0.162,50.0,0.56,,,
0:06:43,227.5,0.22,28.7,0.162,49.9,0.56,,,
0:06:44,227.5,0.22,28.7,0.162,50.0,0.56,,,
0:06:45,227.4,0.21,26.3,0.162,49.9,0.56,,,
0:06:46,227.6,0.19,23.3,0.162,50.0,0.54,,,
0:06:47,227.6,0.19,23.3,0.162,49.9,0.54,,,
0:06:48,227.8,0.18,22.2,0.162,50.0,0.54,,,
0:06:49,227.8,0.18,22.3,0.162,50.0,0.54,,,
0:06:50,227.9,0.18,22.2,0.162,50.0,0.54,,,
0:06:51,227.8,0.18,22.0,0.162,50.0,0.54,,,
0:06:52,227.8,0.18,22.0,0.162,49.9,0.54,,,
0:06:53,227.8,0.18,21.8,0.162,50.0,0.54,,,
0:06:54,227.8,0.18,21.9,0.162,50.0,0.53,,,
0:06:55,227.7,0.22,28.7,0.162,50.0,0.56,,,
0:06:57,227.7,0.23,30.0,0.162,50.0,0.57,,,
0:06:58,227.7,0.22,28.7,0.162,50.0,0.56,,,
0:06:59,227.7,0.22,28.7,0.162,50.0,0.56,,,
0:07:00,227.7,0.23,29.1,0.162,49.9,0.56,,,
0:07:01,227.8,0.22,28.9,0.162,50.0,0.56,,,
0:07:02,227.9,0.19,23.3,0.162,50.0,0.55,,,
0:07:03,227.9,0.18,22.0,0.162,49.9,0.54,,,
0:07:04,227.9,0.18,21.9,0.162,50.0,0.54,,,
0:07:05,227.9,0.18,21.9,0.162,50.0,0.54,,,
0:07:06,227.9,0.18,22.2,0.162,49.9,0.54,,,
0:07:07,227.9,0.19,23.5,0.162,49.9,0.54,,,
0:07:08,227.9,0.18,22.0,0.162,50.0,0.54,,,
0:07:09,227.8,0.18,21.9,0.162,50.0,0.53,,,
0:07:10,227.8,0.2,25.1,0.162,50.0,0.55,,,
0:07:11,227.8,0.2,25.1,0.162,50.0,0.55,,,
0:07:12,227.4,0.23,28.9,0.162,50.0,0.56,,,
0:07:14,227.5,0.22,28.4,0.162,50.0,0.56,,,
0:07:15,227.5,0.22,28.7,0.162,50.0,0.56,,,
0:07:16,227.4,0.23,29.1,0.162,50.0,0.56,,,
0:07:17,227.4,0.22,27.5,0.162,50.0,0.56,,,
0:07:18,227.4,0.22,27.5,0.162,50.0,0.56,,,
0:07:19,227.6,0.18,22.0,0.162,50.0,0.54,,,
0:07:20,227.6,0.18,22.0,0.162,50.0,0.54,,,
0:07:21,227.5,0.18,22.0,0.162,50.0,0.54,,,
0:07:22,227.5,0.18,22.0,0.162,50.0,0.54,,,
0:07:23,227.5,0.18,22.2,0.162,50.0,0.54,,,
0:07:24,227.5,0.18,22.2,0.162,50.0,0.54,,,
0:07:25,227.5,0.18,21.9,0.162,50.0,0.54,,,
0:07:26,227.5,0.19,24.1,0.162,50.0,0.54,,,
0:07:27,227.4,0.23,29.0,0.162,50.0,0.56,,,
0:07:28,227.5,0.22,28.4,0.162,50.0,0.56,,,
0:07:29,227.4,0.24,30.9,0.162,50.0,0.57,,,
0:07:31,227.4,0.24,30.9,0.162,50.0,0.57,,,
0:07:32,227.3,0.24,31.3,0.162,50.0,0.57,,,
0:07:33,227.2,0.24,31.4,0.162,50.0,0.57,,,
0:07:34,227.4,0.2,25.1,0.162,50.0,0.56,,,
0:07:35,227.5,0.18,22.6,0.162,50.0,0.54,,,
0:07:36,227.5,0.19,23.4,0.162,50.0,0.54,,,
0:07:37,227.5,0.19,23.4,0.162,50.0,0.54,,,
0:07:38,227.5,0.18,22.6,0.162,50.0,0.54,,,
0:07:39,227.5,0.18,21.8,0.162,50.0,0.54,,,
0:07:40,227.4,0.18,22.1,0.162,50.0,0.54,,,
0:07:41,227.4,0.18,22.0,0.162,50.0,0.53,,,
0:07:42,227.4,0.18,22.0,0.162,50.0,0.53,,,
0:07:43,227.4,0.2,25.3,0.162,50.0,0.55,,,
0:07:44,227.3,0.22,28.7,0.162,50.0,0.56,,,
0:07:45,227.3,0.22,28.8,0.162,50.0,0.56,,,
0:07:46,227.2,0.23,30.2,0.162,50.0,0.57,,,
0:07:48,227.1,0.22,28.7,0.162,50.0,0.56,,,
0:07:49,227.1,0.22,28.7,0.162,50.0,0.56,,,
0:07:50,226.7,0.21,26.4,0.162,50.0,0.56,,,
0:07:51,227.0,0.18,22.1,0.162,50.0,0.53,,,
0:07:52,227.0,0.18,22.2,0.162,50.0,0.54,,,
0:07:53,227.1,0.18,22.0,0.162,50.0,0.54,,,
0:07:54,226.8,0.18,21.8,0.162,50.0,0.53,,,
0:07:55,226.8,0.18,21.8,0.162,50.0,0.53,,,
0:07:56,226.5,0.18,21.9,0.162,50.0,0.54,,,
0:07:57,226.4,0.19,23.4,0.162,50.0,0.54,,,
0:07:58,225.9,0.18,22.1,0.162,50.0,0.54,,,
0:07:59,226.3,0.23,29.2,0.162,50.0,0.56,,,
0:08:00,226.5,0.22,28.6,0.162,50.0,0.56,,,
0:08:01,226.5,0.22,28.6,0.162,50.0,0.56,,,
0:08:02,226.4,0.23,28.9,0.162,50.0,0.56,,,
0:08:03,226.4,0.22,28.7,0.162,50.0,0.56,,,
0:08:05,226.5,0.23,28.9,0.162,50.0,0.56,,,
0:08:06,226.5,0.19,23.3,0.162,50.0,0.54,,,
0:08:07,226.5,0.19,22.9,0.162,50.0,0.54,,,
0:08:08,226.5,0.19,22.9,0.162,50.0,0.54,,,
0:08:09,226.6,0.18,21.9,0.163,50.0,0.54,,,
0:08:10,226.6,0.18,22.0,0.163,50.0,0.54,,,
0:08:11,226.6,0.18,22.1,0.163,50.0,0.54,,,
0:08:12,226.6,0.18,22.0,0.163,50.0,0.54,,,
0:08:13,226.8,0.18,22.1,0.163,50.0,0.54,,,
0:08:14,226.8,0.18,22.1,0.163,50.0,0.54,,,
0:08:15,226.9,0.2,25.1,0.163,50.0,0.54,,,
0:08:16,226.8,0.23,29.8,0.163,50.0,0.56,,,
0:08:17,226.8,0.23,29.3,0.163,50.0,0.57,,,
0:08:18,226.7,0.23,28.8,0.163,50.0,0.56,,,
0:08:19,226.6,0.23,28.7,0.163,50.0,0.56,,,
0:08:20,226.6,0.23,28.7,0.163,50.0,0.56,,,
0:08:22,226.6,0.21,26.3,0.163,50.0,0.56,,,
0:08:23,226.7,0.18,21.9,0.163,50.0,0.53,,,
0:08:24,226.7,0.18,22.0,0.163,50.0,0.54,,,
0:08:25,226.6,0.18,21.8,0.163,50.0,0.53,,,
0:08:26,226.6,0.18,21.8,0.163,50.0,0.53,,,
0:08:27,226.7,0.19,23.6,0.163,50.0,0.54,,,
0:08:28,226.7,0.18,22.4,0.163,50.0,0.54,,,
0:08:29,226.9,0.18,22.2,0.163,50.0,0.54,,,
0:08:30,228.1,0.18,22.0,0.163,50.0,0.53,,,
0:08:31,227.9,0.23,29.6,0.163,50.0,0.56,,,
0:08:32,227.9,0.23,29.6,0.163,50.0,0.56,,,
0:08:33,227.9,0.23,30.3,0.163,50.0,0.57,,,
0:08:34,227.8,0.23,29.7,0.163,50.0,0.57,,,
0:08:35,227.9,0.24,31.1,0.163,50.0,0.57,,,
0:08:36,227.9,0.25,32.6,0.163,50.0,0.57,,,
0:08:37,228.0,0.21,26.6,0.163,50.0,0.56,,,
0:08:39,228.0,0.21,26.6,0.163,50.0,0.56,,,
0:08:40,228.1,0.2,25.6,0.163,50.0,0.55,,,
0:08:41,228.0,0.19,23.8,0.163,50.0,0.55,,,
