Time,Voltage(V),Current(A),Power(W),Energy(Kwh),Frequency(Hz),PowerFactor(PF),,,
14:05:40,218.6,1.39,304.8,0.141,50,1,,,
14:05:41,218.7,1.39,304.9,0.141,50,1,,,
14:05:42,218.7,1.39,304.9,0.141,50,1,,,
14:05:43,218.5,1.39,304.5,0.141,49.9,1,,,
14:05:44,218.2,1.39,303.5,0.141,50,1,,,
14:05:45,218.7,1.39,305,0.141,49.9,1,,,
14:05:46,218.8,1.4,305.2,0.142,49.9,1,,,
14:05:48,218.8,1.4,305.3,0.142,50,1,,,
14:05:49,218.8,1.4,305.3,0.142,50,1,,,
14:05:50,218.8,1.4,305.3,0.142,50,1,,,
14:05:51,218.8,1.4,305.3,0.142,50,1,,,
14:05:52,218.8,1.4,305.3,0.142,50,1,,,
14:05:53,218.7,1.4,305.1,0.142,50,1,,,
14:05:54,218.6,1.39,304.9,0.142,50,1,,,
14:05:55,218.6,1.39,304.9,0.142,50,1,,,
14:05:56,218.7,1.4,305.1,0.142,50,1,,,
14:05:57,218.7,1.4,305.2,0.143,50,1,,,
14:05:58,219,1.4,305.8,0.143,50,1,,,
14:05:59,219,1.4,306,0.143,50,1,,,
14:06:00,219.1,1.4,306.1,0.143,50,1,,,
14:06:01,219.1,1.4,306.1,0.143,50,1,,,
14:06:02,219.1,1.4,306.1,0.143,50,1,,,
14:06:03,219.1,1.4,306.1,0.143,50,1,,,
14:06:05,219.1,1.4,306.2,0.143,50,1,,,
14:06:06,219.1,1.4,306.3,0.143,50,1,,,
14:06:07,218.5,1.39,304.7,0.143,50,1,,,
14:06:08,218.5,1.39,304.7,0.143,50,1,,,
14:06:09,218.7,1.4,305.2,0.143,50,1,,,
14:06:10,218.6,1.4,305,0.144,50,1,,,
14:06:11,218.6,1.39,305,0.144,50,1,,,
14:06:12,218.6,1.39,305,0.144,50,1,,,
14:06:13,218.6,1.39,304.9,0.144,50,1,,,
14:06:14,218.6,1.39,304.9,0.144,50,1,,,
14:06:15,218.7,1.4,305.1,0.144,50,1,,,
14:06:16,218.7,1.4,305.2,0.144,50,1,,,
14:06:17,218.7,1.39,305,0.144,50,1,,,
14:06:18,218.6,1.39,305,0.144,50,1,,,
14:06:19,218.7,1.4,305.1,0.144,50,1,,,
14:06:20,218.7,1.4,305.1,0.145,50,1,,,
14:06:22,218.5,1.39,304.7,0.145,50,1,,,
14:06:23,218.6,1.39,305,0.145,50,1,,,
14:06:24,218.7,1.4,305.2,0.145,50,1,,,
14:06:25,218.7,1.4,305.2,0.145,50,1,,,
14:06:26,218.7,1.4,305.2,0.145,50,1,,,
14:06:27,218.7,1.4,305.1,0.145,50,1,,,
14:06:28,218.7,1.39,305,0.145,50,1,,,
14:06:29,218.7,1.39,304.9,0.145,50,1,,,
14:06:30,218.7,1.4,305.1,0.145,50,1,,,
14:06:31,218.8,1.4,305.3,0.145,50,1,,,
14:06:32,218.8,1.4,305.3,0.145,50,1,,,
14:06:33,218.7,1.4,305.1,0.146,50,1,,,
14:06:34,218.7,1.4,305.2,0.146,50,1,,,
14:06:35,218.7,1.4,305.1,0.146,50,1,,,
14:06:36,218.8,1.4,305.3,0.146,50,1,,,
14:06:37,218.8,1.4,305.3,0.146,50,1,,,
14:06:39,218.8,1.4,305.3,0.146,50,1,,,
14:06:40,218.7,1.4,305.2,0.146,50,1,,,
14:06:41,218.8,1.4,305.4,0.146,50,1,,,
14:06:42,219.6,1.4,307.6,0.146,50,1,,,
14:06:43,219.6,1.4,307.5,0.146,50,1,,,
14:06:44,219.6,1.4,307.5,0.147,50,1,,,
14:06:45,219.6,1.4,307.5,0.147,50,1,,,
14:06:46,219.6,1.4,307.6,0.147,50,1,,,
14:06:47,219.6,1.4,307.7,0.147,50,1,,,
14:06:48,219.5,1.4,307.4,0.147,50,1,,,
14:06:49,219.5,1.4,307.3,0.147,50,1,,,
14:06:50,219.5,1.4,307.3,0.147,50,1,,,
14:06:51,219.5,1.4,307.3,0.147,50,1,,,
14:06:52,219.5,1.4,307.3,0.147,50,1,,,
14:06:53,219.6,1.4,307.5,0.147,50,1,,,
14:06:54,219.6,1.4,307.6,0.147,50,1,,,
14:06:56,219.7,1.4,307.8,0.147,50,1,,,
14:06:57,219.7,1.4,307.8,0.148,50,1,,,
14:06:58,219.7,1.4,307.8,0.148,50,1,,,
14:06:59,219.7,1.4,307.7,0.148,50,1,,,
14:07:00,219.7,1.4,307.7,0.148,50,1,,,
14:07:01,219.6,1.4,307.6,0.148,50,1,,,
14:07:02,219.7,1.4,307.7,0.148,50,1,,,
14:07:03,219.7,1.4,307.8,0.148,50,1,,,
14:07:04,219.7,1.4,307.8,0.148,50,1,,,
14:07:05,219.7,1.4,307.7,0.148,50,1,,,
14:07:06,219.7,1.4,307.9,0.148,50,1,,,
14:07:07,219.8,1.4,308.1,0.149,50,1,,,
14:07:08,219.7,1.4,307.8,0.149,50,1,,,
14:07:09,219.7,1.4,307.8,0.149,50,1,,,
14:07:10,219.7,1.4,307.7,0.149,50,1,,,
14:07:11,219.8,1.4,307.9,0.149,50,1,,,
14:07:13,219.7,1.4,307.8,0.149,50,1,,,
14:07:14,219.8,1.4,307.9,0.149,50,1,,,
14:07:15,219.8,1.4,307.9,0.149,50,1,,,
14:07:16,219.8,1.4,307.9,0.149,50,1,,,
14:07:17,219.8,1.4,307.9,0.149,50,1,,,
14:07:18,219.7,1.4,307.7,0.15,50,1,,,
14:07:19,219.6,1.4,307.5,0.15,50,1,,,
14:07:20,219.7,1.4,307.7,0.15,50,1,,,
14:07:21,219.7,1.4,307.7,0.15,50,1,,,
14:07:22,219.7,1.4,307.7,0.15,50,1,,,
14:07:23,219.7,1.4,307.7,0.15,50,1,,,
14:07:24,219.6,1.4,307.5,0.15,50,1,,,
14:07:25,219.7,1.4,307.7,0.15,50,1,,,
14:07:26,219.8,1.4,307.9,0.15,50,1,,,
14:07:27,219.7,1.4,307.8,0.15,50,1,,,
14:07:28,219.7,1.4,307.8,0.15,50,1,,,
14:07:29,219.8,1.4,307.8,0.15,50,1,,,
14:07:31,219.8,1.4,307.9,0.151,50,1,,,
14:07:32,219.8,1.4,307.9,0.151,50,1,,,
14:07:33,219.8,1.4,308,0.151,50,1,,,
14:07:34,219.9,1.4,308.2,0.151,50,1,,,
14:07:35,219.9,1.4,308.2,0.151,50,1,,,
14:07:36,219.9,1.4,308.1,0.151,50,1,,,
14:07:37,219.8,1.4,308,0.151,50,1,,,
14:07:38,219.7,1.4,307.6,0.151,50,1,,,
14:07:39,219.4,1.4,306.8,0.151,50,1,,,
14:07:40,219.3,1.4,306.6,0.151,50,1,,,
14:07:41,219.3,1.4,306.6,0.152,50,1,,,
14:07:42,219.3,1.4,306.4,0.152,50,1,,,
14:07:43,219.2,1.4,306.2,0.152,50,1,,,
14:07:44,219.2,1.4,306.2,0.152,50,1,,,
14:07:45,219.3,1.4,306.5,0.152,50,1,,,
14:07:46,219.4,1.4,306.8,0.152,50,1,,,
14:07:48,219.4,1.4,306.8,0.152,50,1,,,
14:07:49,219.5,1.4,307,0.152,50,1,,,
14:07:50,219.4,1.4,306.8,0.152,50,1,,,
14:07:51,219.5,1.4,306.9,0.152,50,1,,,
14:07:52,219.4,1.4,306.7,0.152,50,1,,,
14:07:53,219.3,1.4,306.4,0.152,50,1,,,
14:07:54,219.3,1.4,306.4,0.153,50,1,,,
14:07:55,219.2,1.4,306.3,0.153,50,1,,,
14:07:56,219.4,1.4,306.6,0.153,50,1,,,
14:07:57,219.4,1.4,306.6,0.153,50,1,,,
14:07:58,219.4,1.4,306.7,0.153,50,1,,,
14:07:59,219.4,1.4,306.7,0.153,50,1,,,
14:08:00,219.3,1.4,306.6,0.153,50,1,,,
14:08:01,219.3,1.4,306.4,0.153,50,1,,,
14:08:02,219.3,1.4,306.3,0.153,50,1,,,
14:08:03,219.3,1.4,306.4,0.153,50,1,,,
14:08:05,219.2,1.4,306.3,0.153,50,1,,,
14:08:06,219.2,1.4,306.3,0.154,50,1,,,
14:08:07,219.3,1.4,306.4,0.154,50,1,,,
14:08:08,219.3,1.4,306.6,0.154,50,1,,,
14:08:09,219.3,1.4,306.4,0.154,50,1,,,
14:08:10,219.2,1.4,306.2,0.154,50,1,,,
14:08:11,219.2,1.4,306.3,0.154,50,1,,,
14:08:12,219.2,1.4,306.3,0.154,50,1,,,
14:08:13,219.2,1.4,306.2,0.154,50,1,,,
14:08:14,219.2,1.4,306.2,0.154,50,1,,,
14:08:15,219.2,1.4,306.2,0.154,50,1,,,
14:08:16,219.2,1.4,306.2,0.154,50,1,,,
14:08:17,219.4,1.4,306.4,0.155,50,1,,,
14:08:18,219.4,1.4,306.4,0.155,50,1,,,
14:08:19,220.7,1.41,310.4,0.155,50,1,,,
14:08:20,220.7,1.41,310.3,0.155,50,1,,,
14:08:22,220.7,1.41,310.3,0.155,50,1,,,
14:08:23,220.7,1.41,310.3,0.155,50,1,,,
14:08:24,220.7,1.41,310.2,0.155,50,1,,,
14:08:25,220.7,1.41,310.2,0.155,50,1,,,
14:08:26,220.6,1.41,310.1,0.155,50,1,,,
14:08:27,220.6,1.41,310.1,0.155,50,1,,,
14:08:28,220.7,1.41,310.1,0.155,50,1,,,
14:08:29,220.7,1.41,310.2,0.156,50,1,,,
14:08:30,220.6,1.41,310.1,0.156,50,1,,,
14:08:31,220.6,1.41,310.1,0.156,50,1,,,
14:08:32,220.6,1.41,309.9,0.156,50,1,,,
14:08:33,220.6,1.41,309.9,0.156,50,1,,,
14:08:34,220.6,1.41,309.9,0.156,50,1,,,
14:08:35,220.5,1.4,309.8,0.156,50,1,,,
14:08:36,220.5,1.4,309.8,0.156,50,1,,,
14:08:37,220.5,1.4,309.8,0.156,50,1,,,
14:08:39,220.6,1.4,309.9,0.156,50,1,,,
14:08:40,220.6,1.4,309.8,0.156,50,1,,,
14:08:41,220.5,1.4,309.6,0.157,50,1,,,
14:08:42,220.5,1.4,309.6,0.157,50,1,,,
14:08:43,220.5,1.4,309.6,0.157,50,1,,,
14:08:44,220.5,1.4,309.6,0.157,50,1,,,
14:08:45,220.5,1.4,309.7,0.157,50,1,,,
14:08:46,220.5,1.4,309.6,0.157,50,1,,,
14:08:47,220.5,1.4,309.7,0.157,50,1,,,
14:08:48,220.6,1.4,309.9,0.157,50,1,,,
14:08:49,220.6,1.4,309.9,0.157,50,1,,,
14:08:50,220.5,1.4,309.7,0.157,50,1,,,
14:08:51,220.3,1.4,309.2,0.157,50,1,,,
14:08:52,220.4,1.4,309.4,0.158,50,1,,,
14:08:53,220.4,1.4,309.4,0.158,50,1,,,
14:08:54,220.5,1.4,309.5,0.158,50,1,,,
14:08:56,220.5,1.4,309.5,0.158,50,1,,,
14:08:57,220.5,1.4,309.6,0.158,50,1,,,
14:08:58,220.6,1.4,309.7,0.158,50,1,,,
14:08:59,220.6,1.4,309.8,0.158,50,1,,,
14:09:00,220.6,1.4,309.8,0.158,50,1,,,
14:09:01,220.3,1.4,309.2,0.158,50,1,,,
14:09:02,220.3,1.4,309.2,0.158,50,1,,,
14:09:03,220.5,1.4,309.5,0.158,50,1,,,
14:09:04,220.4,1.4,309.3,0.159,50,1,,,
14:09:05,220.5,1.4,309.6,0.159,50,1,,,
14:09:06,220.5,1.4,309.6,0.159,50,1,,,
14:09:07,220.5,1.4,309.6,0.159,50,1,,,
14:09:08,220.5,1.4,309.6,0.159,50,1,,,
14:09:09,220.6,1.4,309.7,0.159,50,1,,,
14:09:10,220.6,1.4,309.7,0.159,50,1,,,
14:09:11,220.5,1.4,309.5,0.159,50,1,,,
14:09:13,220.4,1.4,309.4,0.159,50,1,,,
14:09:14,220.4,1.4,309.2,0.159,50,1,,,
14:09:15,220.4,1.4,309.2,0.16,50,1,,,
14:09:16,220.4,1.4,309.3,0.16,50,1,,,
14:09:17,220.4,1.4,309.2,0.16,49.9,1,,,
14:09:18,220.4,1.4,309.1,0.16,49.9,1,,,
14:09:19,220.4,1.4,309.2,0.16,49.9,1,,,
14:09:20,220.4,1.4,309.1,0.16,50,1,,,
14:09:21,220.4,1.4,309.1,0.16,50,1,,,
14:09:22,220.3,1.4,308.9,0.16,49.9,1,,,
14:09:23,220.3,1.4,308.9,0.16,49.9,1,,,
14:09:24,220.3,1.4,308.8,0.16,49.9,1,,,
14:09:25,220.3,1.4,308.9,0.16,50,1,,,
14:09:26,220.3,1.4,308.9,0.16,50,1,,,
14:09:27,220.3,1.4,308.9,0.161,49.9,1,,,
14:09:28,220.4,1.4,309,0.161,50,1,,,
14:09:30,220.4,1.4,309,0.161,50,1,,,
14:09:31,220.3,1.4,308.7,0.161,49.9,1,,,
14:09:32,220.1,1.4,308.2,0.161,50,1,,,
14:09:33,220.1,1.4,308.2,0.161,49.9,1,,,
14:09:34,220.1,1.4,308.1,0.161,49.9,1,,,
14:09:35,220,1.4,308,0.161,50,1,,,
14:09:36,220.1,1.4,308.1,0.161,49.9,1,,,
14:09:37,220.1,1.4,308.3,0.161,50,1,,,
14:09:38,220.2,1.4,308.5,0.162,50,1,,,
14:09:39,220.2,1.4,308.5,0.162,49.9,1,,,
14:09:40,220.2,1.4,308.5,0.162,49.9,1,,,
14:09:41,220.2,1.4,308.4,0.162,50,1,,,
14:09:42,220.2,1.4,308.4,0.162,50,1,,,
14:09:43,220.2,1.4,308.5,0.162,49.9,1,,,
14:09:44,220.1,1.4,308.3,0.162,49.9,1,,,
14:09:45,220.1,1.4,308.3,0.162,49.9,1,,,
14:09:47,220.2,1.4,308.3,0.162,50,1,,,
14:09:48,220.2,1.4,308.3,0.162,49.9,1,,,
14:09:49,220.2,1.4,308.5,0.162,50,1,,,
14:09:50,220.2,1.4,308.5,0.162,49.9,1,,,
14:09:51,220.3,1.4,308.5,0.163,50,1,,,
14:09:52,220.3,1.4,308.5,0.163,50,1,,,
14:09:53,220.6,1.4,309.4,0.163,50,1,,,
14:09:54,220.7,1.4,309.6,0.163,50,1,,,
14:09:55,220.7,1.4,309.8,0.163,50,1,,,
14:09:56,220.7,1.4,309.9,0.163,50,1,,,
14:09:57,220.9,1.4,310.2,0.163,49.9,1,,,
14:09:58,220.9,1.4,310.2,0.163,50,1,,,
14:09:59,220.8,1.4,310.1,0.163,50,1,,,
14:10:00,220.8,1.4,310.1,0.163,50,1,,,
14:10:01,220.8,1.4,310.1,0.164,50,1,,,
14:10:02,220.8,1.4,310,0.164,50,1,,,
14:10:03,220.8,1.4,310.1,0.164,50,1,,,
14:10:05,220.8,1.4,310.1,0.164,50,1,,,
14:10:06,220.8,1.4,310.1,0.164,50,1,,,
14:10:07,220.8,1.4,310,0.164,50,1,,,
14:10:08,220.9,1.4,310.2,0.164,50,1,,,
14:10:09,220.9,1.4,310.3,0.164,49.9,1,,,
14:10:10,220.9,1.4,310.3,0.164,50,1,,,
14:10:11,220.9,1.4,310.3,0.164,50,1,,,
14:10:12,220.8,1.4,310.1,0.164,50,1,,,
14:10:13,220.8,1.4,310,0.164,50,1,,,
14:10:14,220.8,1.4,310.1,0.165,50,1,,,
14:10:15,220.8,1.4,309.9,0.165,49.9,1,,,
14:10:16,220.8,1.4,309.9,0.165,50,1,,,
14:10:17,220.4,1.4,308.8,0.165,50,1,,,
14:10:18,220.4,1.4,308.8,0.165,49.9,1,,,
14:10:19,220.4,1.4,308.9,0.165,49.9,1,,,
14:10:20,220.4,1.4,308.7,0.165,50,1,,,
14:10:22,220.2,1.4,308.2,0.165,50,1,,,
14:10:23,220.2,1.4,308.2,0.165,50,1,,,
14:10:24,220.2,1.4,308.2,0.165,50,1,,,
14:10:25,220.2,1.4,308.3,0.166,50,1,,,
14:10:26,220.2,1.4,308.2,0.166,50,1,,,
14:10:27,220.2,1.4,308.2,0.166,50,1,,,
14:10:28,220.2,1.4,308.2,0.166,50,1,,,
14:10:29,220.2,1.4,308.2,0.166,50,1,,,
14:10:30,220.2,1.4,308.2,0.166,50,1,,,
14:10:31,220.2,1.4,308.2,0.166,50,1,,,
14:10:32,220.3,1.4,308.3,0.166,50,1,,,
14:10:33,220.6,1.4,309.3,0.166,50,1,,,
14:10:34,220.6,1.4,309.3,0.166,50,1,,,
14:10:35,220.6,1.4,309.3,0.166,50,1,,,
14:10:36,220.6,1.4,309.2,0.166,50,1,,,
14:10:37,220.6,1.4,309.3,0.167,50,1,,,
14:10:39,220.7,1.4,309.5,0.167,50,1,,,
14:10:40,220.7,1.4,309.6,0.167,50,1,,,
14:10:41,220.7,1.4,309.5,0.167,50,1,,,
14:10:42,220.7,1.4,309.5,0.167,50,1,,,
14:10:43,220.6,1.4,309.3,0.167,50,1,,,
14:10:44,220.6,1.4,309.2,0.167,50,1,,,
14:10:45,220.6,1.4,309.2,0.167,50,1,,,
14:10:46,220.6,1.4,309.3,0.167,50,1,,,
14:10:47,220.6,1.4,309.3,0.167,50,1,,,
14:10:48,220.6,1.4,309.3,0.168,50,1,,,
14:10:49,220.6,1.4,309.3,0.168,50,1,,,
14:10:50,220.6,1.4,309.3,0.168,50,1,,,
14:10:51,220.6,1.4,309.3,0.168,50,1,,,
14:10:52,220.5,1.4,309,0.168,50,1,,,
14:10:53,220.6,1.4,309.1,0.168,50,1,,,
14:10:54,220.6,1.4,309.1,0.168,50,1,,,
14:10:56,220.6,1.4,309.1,0.168,50,1,,,
14:10:57,219.9,1.4,307.3,0.168,50,1,,,
14:10:58,220.1,1.4,307.7,0.168,50,1,,,
14:10:59,220.1,1.4,307.9,0.168,49.9,1,,,
14:11:00,220.1,1.4,307.9,0.168,50,1,,,
14:11:01,220.2,1.4,308,0.169,49.9,1,,,
14:11:02,220.1,1.4,307.8,0.169,50,1,,,
14:11:03,220,1.4,307.6,0.169,49.9,1,,,
14:11:04,220.1,1.4,307.9,0.169,50,1,,,
14:11:05,220.1,1.4,307.6,0.169,49.9,1,,,
14:11:06,220.1,1.4,307.6,0.169,49.9,1,,,
14:11:07,220,1.4,307.5,0.169,49.9,1,,,
14:11:08,220.1,1.4,307.7,0.169,49.9,1,,,
14:11:09,220.2,1.4,308,0.169,49.9,1,,,
14:11:10,220.1,1.4,307.8,0.169,49.9,1,,,
14:11:11,220.4,1.4,308.6,0.17,49.9,1,,,
14:11:13,220.4,1.4,308.6,0.17,49.9,1,,,
14:11:14,220.5,1.4,308.8,0.17,49.9,1,,,
14:11:15,220.5,1.4,308.7,0.17,49.9,1,,,
14:11:16,220.5,1.4,308.7,0.17,49.9,1,,,
14:11:17,220.6,1.4,308.9,0.17,49.9,1,,,
14:11:18,220.6,1.4,309.1,0.17,49.9,1,,,
14:11:19,220.6,1.4,309.1,0.17,49.9,1,,,
14:11:20,220.6,1.4,309.2,0.17,49.9,1,,,
14:11:21,220.7,1.4,309.2,0.17,49.9,1,,,
14:11:22,220.6,1.4,309.1,0.17,49.9,1,,,
14:11:23,220.2,1.4,307.9,0.17,49.9,1,,,
14:11:24,220.2,1.4,308,0.171,49.9,1,,,
14:11:25,220.2,1.4,308,0.171,49.9,1,,,
14:11:26,220.2,1.4,307.8,0.171,49.9,1,,,
14:11:27,220,1.4,307.4,0.171,49.9,1,,,
14:11:28,220.1,1.4,307.4,0.171,49.9,1,,,
14:11:30,220.2,1.4,307.7,0.171,49.9,1,,,
14:11:31,220.2,1.4,307.7,0.171,49.9,1,,,
14:11:32,220.2,1.4,307.7,0.171,49.9,1,,,
14:11:33,220.1,1.4,307.6,0.171,49.9,1,,,
14:11:34,220.1,1.4,307.5,0.171,49.9,1,,,
14:11:35,220.1,1.4,307.5,0.172,49.9,1,,,
14:11:36,220.1,1.4,307.4,0.172,49.9,1,,,
14:11:37,220.1,1.4,307.4,0.172,49.9,1,,,
14:11:38,220.1,1.4,307.4,0.172,49.9,1,,,
14:11:39,220.2,1.4,307.7,0.172,49.9,1,,,
14:11:40,220.3,1.4,308.1,0.172,49.9,1,,,
14:11:41,220.5,1.4,308.7,0.172,49.9,1,,,
14:11:42,220.4,1.4,308.3,0.172,49.9,1,,,
14:11:43,220.4,1.4,308.3,0.172,49.9,1,,,
14:11:44,220.4,1.4,308.3,0.172,49.9,1,,,
14:11:45,220.4,1.4,308.3,0.172,49.9,1,,,
14:11:46,220.4,1.4,308.3,0.172,49.9,1,,,
14:11:48,220.4,1.4,308.4,0.173,49.9,1,,,
14:11:49,220.5,1.4,308.7,0.173,49.9,1,,,
14:11:50,220.5,1.4,308.7,0.173,49.9,1,,,
14:11:51,220.6,1.4,308.7,0.173,49.9,1,,,
14:11:52,220.5,1.4,308.5,0.173,49.9,1,,,
14:11:53,220.5,1.4,308.7,0.173,49.9,1,,,
14:11:54,220.5,1.4,308.6,0.173,49.9,1,,,
14:11:55,220.5,1.4,308.6,0.173,49.9,1,,,
14:11:56,220.5,1.4,308.6,0.173,49.9,1,,,
14:11:57,220.5,1.4,308.6,0.173,49.9,1,,,
14:11:58,220.6,1.4,308.9,0.174,49.9,1,,,
14:11:59,220.6,1.4,308.7,0.174,49.9,1,,,
14:12:00,220.6,1.4,308.8,0.174,49.9,1,,,
14:12:01,220.5,1.4,308.5,0.174,49.9,1,,,
14:12:02,220.5,1.4,308.5,0.174,49.9,1,,,
14:12:03,220.5,1.4,308.6,0.174,49.9,1,,,
14:12:05,220.5,1.4,308.4,0.174,49.9,1,,,
14:12:06,220.4,1.4,308.2,0.174,49.9,1,,,
14:12:07,220.4,1.4,308.1,0.174,49.9,1,,,
14:12:08,220.5,1.4,308.3,0.174,49.9,1,,,
14:12:09,220.5,1.4,308.3,0.175,49.9,1,,,
14:12:10,220.5,1.4,308.4,0.175,49.9,1,,,
14:12:11,220.5,1.4,308.3,0.175,49.9,1,,,
14:12:12,220.5,1.4,308.5,0.175,49.9,1,,,
14:12:13,220.6,1.4,308.6,0.175,49.9,1,,,
14:12:14,220.5,1.4,308.4,0.175,49.9,1,,,
14:12:15,220.5,1.4,308.4,0.175,49.9,1,,,
14:12:16,220.6,1.4,308.8,0.175,49.9,1,,,
14:12:17,220.7,1.4,309,0.175,49.9,1,,,
14:12:18,220.8,1.4,309.1,0.175,49.9,1,,,
14:12:19,220.8,1.4,309,0.175,49.9,1,,,
14:12:20,220.7,1.4,308.9,0.175,49.9,1,,,
14:12:22,220.7,1.4,308.9,0.176,49.9,1,,,
14:12:23,220.6,1.4,308.7,0.176,49.9,1,,,
14:12:24,220.6,1.4,308.7,0.176,49.9,1,,,
14:12:25,220.6,1.4,308.7,0.176,49.9,1,,,
14:12:26,220.6,1.4,308.7,0.176,49.9,1,,,
14:12:27,220.6,1.4,308.7,0.176,49.9,1,,,
14:12:28,220.6,1.4,308.7,0.176,49.9,1,,,
14:12:29,220.6,1.4,308.6,0.176,49.9,1,,,
14:12:30,220.7,1.4,308.8,0.176,49.9,1,,,
14:12:31,220.6,1.4,308.6,0.176,49.9,1,,,
14:12:32,220.5,1.4,308.4,0.177,49.9,1,,,
14:12:33,220.5,1.4,308.4,0.177,49.9,1,,,
14:12:34,220.6,1.4,308.4,0.177,49.9,1,,,
14:12:35,220.5,1.4,308.4,0.177,49.9,1,,,
14:12:36,220.6,1.4,308.4,0.177,49.9,1,,,
14:12:37,220.6,1.4,308.8,0.177,49.9,1,,,
14:12:39,220.6,1.4,308.7,0.177,49.9,1,,,
14:12:40,220.6,1.4,308.7,0.177,49.9,1,,,
14:12:41,220.6,1.4,308.5,0.177,49.9,1,,,
14:12:42,220.5,1.4,308.2,0.177,49.9,1,,,
14:12:43,220.5,1.4,308.2,0.177,49.9,1,,,
14:12:44,220.5,1.4,308.3,0.177,49.9,1,,,
14:12:45,220.6,1.4,308.5,0.178,49.9,1,,,
14:12:46,220.6,1.4,308.5,0.178,49.9,1,,,
14:12:47,220.6,1.4,308.5,0.178,49.9,1,,,
14:12:48,220.6,1.4,308.5,0.178,49.9,1,,,
14:12:49,220.7,1.4,308.6,0.178,49.9,1,,,
14:12:50,220.6,1.4,308.6,0.178,49.9,1,,,
14:12:51,220.5,1.4,308.3,0.178,49.9,1,,,
