Time,Voltage(V),Current(A),Power(W),Energy(Kwh),Frequency(Hz),PowerFactor(PF),,,
15:54:20,229.6,0.06,2.3,0,49.9,0.16,,,
15:54:21,229.6,0.06,2.4,0,50,0.16,,,
15:54:22,229.7,0.06,2.4,0,49.9,0.16,,,
15:54:23,229.7,0.06,2.4,0,50,0.16,,,
15:54:24,229.6,0.06,2.3,0,50,0.16,,,
15:54:26,229.6,0.06,2.3,0,50,0.16,,,
15:54:27,229.5,0.06,2.4,0,49.9,0.16,,,
15:54:28,229.6,0.06,2.4,0,49.9,0.16,,,
15:54:29,229.6,0.06,2.3,0,49.9,0.16,,,
15:54:30,229.6,0.06,2.3,0,50,0.16,,,
15:54:31,229.6,0.06,2.3,0,50,0.16,,,
15:54:32,229.6,0.06,2.4,0,49.9,0.16,,,
15:54:33,229.6,0.06,2.4,0,50,0.16,,,
15:54:34,229.5,0.06,2.4,0,49.9,0.16,,,
15:54:35,229.5,0.06,2.4,0,50,0.16,,,
15:54:36,229.5,0.06,2.4,0,50,0.16,,,
15:54:37,229.5,0.06,2.3,0,50,0.16,,,
15:54:38,229.4,0.06,2.4,0,50,0.16,,,
15:54:39,229.4,0.06,2.3,0,49.9,0.16,,,
15:54:40,229.4,0.06,2.3,0,50,0.16,,,
15:54:41,229.4,0.06,2.4,0,50,0.16,,,
15:54:43,229.4,0.06,2.4,0,50,0.16,,,
15:54:44,229.4,0.06,2.3,0,49.9,0.16,,,
15:54:45,229.4,0.06,2.3,0,50,0.16,,,
15:54:46,229.4,0.06,2.4,0,50,0.16,,,
15:54:47,229.4,0.06,2.3,0,49.9,0.16,,,
15:54:48,229.5,0.06,2.4,0,49.9,0.16,,,
15:54:49,229.5,0.06,2.4,0,50,0.16,,,
15:54:50,229.5,0.06,2.4,0,50,0.16,,,
15:54:51,229.5,0.06,2.3,0,50,0.16,,,
15:54:52,229.5,0.06,2.3,0,50,0.16,,,
15:54:53,229.4,0.06,2.3,0,49.9,0.16,,,
15:54:54,229.4,0.06,2.3,0,50,0.16,,,
15:54:55,229.4,0.06,2.3,0,50,0.16,,,
15:54:56,229.5,0.06,2.4,0,50,0.16,,,
